ICAO,Latitude,Longitude,Elevation
KJCT,30.5,-99.76666667,522
KJDD,32.75,-95.5,132
KJDN,47.33333333,-106.95,801
KJEF,38.6,-92.15,168
KJER,42.71666667,-114.45,1222
KJES,31.55,-81.88333333,33
KJFK,40.63333333,-73.76666667,9
KJFX,33.9,-87.31666667,148
KJFZ,37.06666667,-81.8,809
KJGG,37.23333333,-76.71666667,15
KJGX,32.68333333,-83.35,159
KJHW,42.13333333,-79.26666667,525
KJKA,30.28333333,-87.66666667,5
KJKJ,46.83333333,-96.66666667,280
KJKL,37.6,-83.31666667,416
KJLN,37.15,-94.5,299
KJMR,45.88333333,-93.26666667,309
KJMS,46.93333333,-98.66666667,455
KJN8,39.68333333,-100.3,762
KJNC,39.06666667,-108.8,2367
KJNW,44.56666667,-124.0666667,48
KJNX,35.53333333,-78.38333333,50
KJOT,41.51666667,-88.18333333,177
KJPD,44.15,-107.1666667,2741
KJQF,35.38333333,-80.71666667,210
KJRB,40.7,-74.01666667,7
KJSO,31.86666667,-95.21666667,206
KJST,40.31666667,-78.83333333,694
KJSV,35.43333333,-94.8,161
KJVL,42.61666667,-89.05,246
KJVU,40.56666667,-75.48333333,122
KJVW,32.3,-90.41666667,76
KJWG,35.86666667,-98.41666667,472
KJWN,36.18333333,-86.88333333,151
KJWX,39.71666667,-77.41666667,84
KJWY,32.45,-96.91666667,217
KJXI,32.7,-94.95,127
KJXN,42.26666667,-84.46666667,305
KJYG,43.98333333,-94.55,325
KJYL,32.65,-81.6,57
KJYM,41.91666667,-84.58333333,360
KJYO,39.06666667,-77.56666667,119
KJYR,40.9,-97.61666667,509
KJZI,32.7,-80,6
KK22,37.75,-82.63333333,372
KK46,41.41666667,-96.11666667,396
KK62,38.7,-84.4,274
KK68,38.28333333,-95.21666667,301
KK78,38.9,-97.23333333,352
KK82,39.76666667,-98.8,549
KKAD,43.86666667,-101.8333333,765
KKCI,39.28333333,-94.66666667,231
KKEY,24.55,-81.78333333,5
KKLS,46.11666667,-122.9,5
KKRF,38.81666667,-94.26666667,312
KL29,29.8,-92.83333333,1
KL32,33.21666667,-117.35,8
KL35,34.26666667,-116.85,2059
KL38,30.16666667,-90.93333333,4
KL39,33.03333333,-116.9166667,427
KL40,28.2,-94.2,30
KL42,30.75,-92.68333333,33
KL49,29.45,-90.26666667,1
KL63,36.51666667,-115.5666667,972
KL75,30.13333333,-93.36666667,4
KL76,36.53333333,-115.5666667,1153
KLAA,38.06666667,-102.6833333,1119
KLAF,40.41666667,-86.93333333,182
KLAL,27.96666667,-82.01666667,43
KLAM,35.86666667,-106.2666667,2179
KLAN,42.78333333,-84.58333333,264
KLAR,41.31666667,-105.6666667,2216
KLAS,36.06666667,-115.1666667,636
KLAW,34.55,-98.41666667,337
KLAX,33.93333333,-118.3833333,46
KLBB,33.66666667,-101.8166667,993
KLBE,40.26666667,-79.4,361
KLBF,41.11666667,-100.6666667,847
KLBL,37.03333333,-100.9666667,879
KLBO,37.65,-92.65,403
KLBR,33.6,-95.06666667,134
KLBT,34.6,-79.06666667,37
KLBX,29.11666667,-95.46666667,6
KLCG,42.25,-96.98333333,436
KLCH,30.13333333,-93.21666667,4
KLCI,43.56666667,-71.41666667,166
KLCK,39.81666667,-82.91666667,227
KLDJ,40.61666667,-74.25,7
KLDM,43.96666667,-86.4,197
KLEB,43.63333333,-72.3,171
KLEE,28.81666667,-81.81666667,23
KLEM,45.93333333,-102.1833333,783
KLEV,29.18333333,-90.1,2
KLEW,44.03333333,-70.26666667,88
KLEX,38.03333333,-84.6,300
KLFI,37.06666667,-76.36666667,3
KLFK,31.23333333,-94.75,88
KLFT,30.2,-92,11
KLG5,39.66666667,-99.56666667,597
KLGA,40.78333333,-73.88333333,11
KLGB,33.81666667,-118.15,10
KLGC,33,-85.06666667,211
KLGD,45.26666667,-118,827
KLGU,41.78333333,-111.85,1355
KLGX,47.11666667,-124.1,103
KLHB,30.86666667,-96.61666667,87
KLHM,38.91666667,-121.35,37
KLHQ,39.75,-82.66666667,260
KLHV,41.13333333,-77.41666667,170
KLHW,31.86666667,-81.56666667,14
KLHX,38.05,-103.5166667,1277
KLHZ,36.01666667,-78.33333333,113
KLIC,39.26666667,-103.6666667,1630
KLIT,34.73333333,-92.23333333,79
KLIX,30.33333333,-89.83333333,7
KLIZ,46.95,-67.88333333,227
KLJF,45.1,-94.51666667,348
KLKN,40.86666667,-115.7166667,1608
KLKR,34.71666667,-80.85,149
KLKT,45.01666667,-114.0833333,2822
KLKU,38.01666667,-77.96666667,150
KLKV,42.16666667,-120.4,1441
KLLJ,44.51666667,-114.2166667,1536
KLLQ,33.63333333,-91.75,83
KLLR,39.26666667,-123.75,175
KLMK,38.23333333,-85.66666667,166
KLMN,40.6,-93.96666667,348
KLMO,40.16666667,-105.1666667,1541
KLMT,42.15,-121.7166667,1246
KLNC,32.58333333,-96.71666667,153
KLND,42.81666667,-108.7333333,1694
KLNK,40.85,-96.76666667,364
KLNL,46.15,-89.21666667,520
KLNN,41.66666667,-81.36666667,191
KLNP,36.96666667,-82.51666667,817
KLNR,43.21666667,-90.18333333,217
KLNS,40.11666667,-76.3,125
KLNX,41.95,-100.5833333,905
KLOL,40.06666667,-118.5666667,1189
KLOM,40.13333333,-75.26666667,92
KLOR,31.35,-85.75,74
KLOT,41.6,-88.1,205
KLOU,38.21666667,-85.66666667,164
KLOX,34.2,-119.2,20
KLOZ,37.08333333,-84.06666667,362
KLPC,34.66666667,-120.4666667,27
KLPR,41.35,-82.18333333,241
KLQK,34.81666667,-82.7,309
KLRD,27.55,-99.46666667,155
KLRF,34.91666667,-92.15,95
KLRJ,42.76666667,-96.2,365
KLRO,32.9,-79.78333333,4
KLRU,32.26666667,-106.9166667,1358
KLRX,40.73333333,-116.8,2056
KLRY,38.61666667,-94.35,279
KLSB,32.33333333,-108.7,1307
KLSE,43.88333333,-91.25,199
KLSF,32.31666667,-84.96666667,71
KLSV,36.21666667,-115.0166667,570
KLSX,38.7,-90.68333333,185
KLTS,34.66666667,-99.26666667,420
KLTX,33.98333333,-78.43333333,20
KLUA,38.66666667,-78.5,275
KLUB,33.65,-101.8166667,996
KLUD,33.25,-97.58333333,319
KLUF,33.51666667,-112.3666667,332
KLUG,35.5,-86.8,219
KLUK,39.1,-84.41666667,155
KLUL,31.46666667,-89.33333333,91
KLUM,44.9,-91.86666667,273
KLUX,34.5,-81.95,213
KLVJ,29.51666667,-95.25,12
KLVK,37.7,-121.8166667,117
KLVM,45.7,-110.4333333,1418
KLVN,44.63333333,-93.23333333,293
KLVS,35.65,-105.1333333,2091
KLVX,37.98333333,-85.95,219
KLWA,42.35,-86.25,203
KLWB,37.86666667,-80.4,702
KLWC,39.01666667,-95.21666667,253
KLWD,40.63333333,-93.9,346
KLWM,42.71666667,-71.13333333,54
KLWS,46.36666667,-117.0166667,438
KLWT,47.03333333,-109.4666667,1270
KLWV,38.76666667,-87.6,131
KLWX,38.98333333,-77.48333333,89
KLXL,45.95,-94.33333333,342
KLXN,40.78333333,-99.76666667,734
KLXT,38.96666667,-94.36666667,306
KLXV,39.23333333,-106.3166667,3028
KLXY,31.63333333,-96.51666667,166
KLYH,37.31666667,-79.2,295
KLYV,43.61666667,-96.21666667,436
KLZK,34.83333333,-92.26666667,173
KLZU,33.98333333,-83.96666667,323
KLZZ,31.1,-98.2,371
KM01,35.2,-90.05,69
KM02,36.13333333,-87.43333333,272
KM04,35.58333333,-89.58333333,85
KM08,35.21666667,-89.05,152
KM16,32.3,-90.41666667,76
KM19,35.65,-91.16666667,73
KM25,36.76666667,-88.58333333,160
KM30,37.18333333,-88.75,117
KM33,36.38333333,-86.41666667,178
KM39,34.55,-94.2,329
KM40,33.86666667,-88.48333333,69
KM46,45.85,-106.7166667,1044
KM52,35.65,-88.38333333,157
KM54,36.18333333,-86.31666667,180
KM63,32.05,-106.15,1283
KM75,48.36666667,-107.9166667,687
KM82,34.85,-86.55,231
KM89,34.1,-93.06666667,56
KM97,38.21666667,-83.58333333,313
KMAE,36.98333333,-120.1166667,77
KMAF,31.95,-102.2,874
KMAI,30.83333333,-85.18333333,32
KMAL,44.85,-74.3,268
KMAN,43.58333333,-116.5166667,774
KMAO,34.18333333,-79.33333333,28
KMAW,36.6,-90,90
KMAX,42.08333333,-122.7166667,2290
KMBF,25.76666667,-80.13333333,1
KMBG,45.55,-100.4166667,510
KMBL,44.26666667,-86.25,189
KMBS,43.53333333,-84.08333333,202
KMBT,35.88333333,-86.38333333,188
KMBX,48.4,-100.8666667,455
KMBY,39.46666667,-92.43333333,264
KMCB,31.18333333,-90.46666667,124
KMCC,38.66666667,-121.4,23
KMCD,45.85,-84.63333333,226
KMCE,37.28333333,-120.5,47
KMCF,27.85,-82.51666667,4
KMCI,39.3,-94.73333333,320
KMCJ,29.71666667,-95.4,69
KMCK,40.2,-100.5833333,782
KMCN,32.68333333,-83.65,109
KMCO,28.41666667,-81.33333333,29
KMCW,43.15,-93.33333333,369
KMDD,32.03333333,-102.1,854
KMDH,37.78333333,-89.25,130
KMDJ,28.65,-89.8,31
KMDQ,34.86666667,-86.55,230
KMDS,44.01666667,-97.08333333,524
KMDT,40.2,-76.76666667,95
KMDW,41.78333333,-87.75,188
KMDZ,45.1,-90.3,448
KMEB,34.78333333,-79.36666667,67
KMEG,35.05,-90,101
KMEH,45.51666667,-118.4166667,1136
KMEI,32.33333333,-88.75,89
KMEM,35.06666667,-89.98333333,86
KMER,37.38333333,-120.5666667,57
KMEZ,34.55,-94.2,329
KMFD,40.81666667,-82.51666667,395
KMFE,26.18333333,-98.25,38
KMFI,44.63333333,-90.18333333,379
KMFL,25.75,-80.36666667,5
KMFR,42.38333333,-122.8666667,396
KMFV,37.63333333,-75.76666667,15
KMGC,41.7,-86.81666667,200
KMGE,33.91666667,-84.51666667,326
KMGG,45.23333333,-93.98333333,313
KMGJ,41.51666667,-74.26666667,108
KMGL,35.25,-85.85,586
KMGM,32.3,-86.4,63
KMGN,45.43333333,-84.91666667,209
KMGR,31.08333333,-83.8,90
KMGW,39.65,-79.91666667,378
KMGY,39.6,-84.23333333,289
KMHE,43.76666667,-98.01666667,397
KMHK,39.13333333,-96.68333333,317
KMHL,39.1,-93.2,237
KMHN,42.05,-101.0666667,994
KMHR,38.53333333,-121.2833333,29
KMHS,41.31666667,-122.3166667,1078
KMHT,42.93333333,-71.43333333,81
KMHV,35.06666667,-118.15,849
KMHX,34.76666667,-76.86666667,9
KMHZ,32.43333333,-90.1,91
KMI1,42.5,-115.5,1000
KMIA,25.8,-80.28333333,3
KMIB,48.41666667,-101.3333333,508
KMIC,45.06666667,-93.35,265
KMIE,40.23333333,-85.4,285
KMIS,29.3,-88.85,32
KMIU,27.28333333,-96.73333333,36
KMIV,39.36666667,-75.08333333,23
KMIW,42.11666667,-92.91666667,296
KMJQ,43.63333333,-94.96666667,441
KMJX,39.93333333,-74.3,25
KMKA,44.53333333,-98.95,479
KMKC,39.11666667,-94.6,227
KMKE,42.95,-87.9,206
KMKG,43.16666667,-86.23333333,191
KMKJ,36.88333333,-81.33333333,780
KMKL,35.6,-88.91666667,128
KMKN,31.91666667,-98.6,423
KMKO,35.65,-95.36666667,185
KMKS,33.18333333,-80.03333333,23
KMKT,44.21666667,-93.91666667,311
KMKX,42.96666667,-88.55,292
KMKY,26,-81.66666667,2
KMLB,28.1,-80.65,11
KMLC,34.88333333,-95.78333333,232
KMLD,42.16666667,-112.2833333,1373
KMLE,41.2,-96.11666667,320
KMLF,38.41666667,-113.0166667,1534
KMLI,41.45,-90.51666667,184
KMLJ,33.15,-83.23333333,117
KMLP,47.45,-115.6666667,1837
KMLS,46.43333333,-105.8833333,801
KMLT,45.65,-68.7,123
KMLU,32.51666667,-92.03333333,29
KMMB,36.3,-99.76666667,668
KMMH,37.61666667,-118.8166667,2173
KMMI,35.4,-84.56666667,266
KMMK,41.51666667,-72.83333333,31
KMML,44.45,-95.81666667,359
KMMM,44.98333333,-110.7,1902
KMMO,41.36666667,-88.66666667,225
KMMT,33.91666667,-80.78333333,77
KMMU,40.78333333,-74.41666667,57
KMMV,45.2,-123.1333333,48
KMNE,32.65,-93.3,85
KMNH,39.21666667,-104.65,2152
KMNI,33.58333333,-80.21666667,32
KMNM,45.11666667,-87.61666667,191
KMNN,40.61666667,-83.06666667,301
KMNW,42.86666667,-72.11666667,482
KMNZ,31.66666667,-98.15,396
KMOB,30.68333333,-88.25,63
KMOD,37.61666667,-120.95,29
KMOP,43.61666667,-84.73333333,230
KMOT,48.25,-101.2666667,519
KMOX,45.56666667,-95.96666667,344
KMPM,29.26666667,-88.76666667,1
KMPO,41.13333333,-75.38333333,577
KMPR,38.35,-97.68333333,457
KMPV,44.2,-72.56666667,343
KMPX,44.85,-93.56666667,288
KMPZ,40.95,-91.51666667,224
KMQB,40.51666667,-90.65,215
KMQE,42.21666667,-71.11666667,199
KMQI,35.91666667,-75.7,4
KMQJ,39.85,-85.9,263
KMQM,44.56666667,-112.3166667,2068
KMQS,39.98333333,-75.86666667,201
KMQT,46.53333333,-87.56666667,430
KMQY,36.01666667,-86.51666667,166
KMRB,39.4,-77.98333333,164
KMRC,35.55,-87.18333333,208
KMRF,30.36666667,-104.0166667,1481
KMRH,34.73333333,-76.65,3
KMRJ,42.88333333,-90.23333333,359
KMRN,35.81666667,-81.61666667,387
KMRT,40.21666667,-83.35,312
KMRX,36.16666667,-83.4,408
KMRY,36.58333333,-121.85,66
KMSL,34.75,-87.6,164
KMSN,43.13333333,-89.35,261
KMSO,46.91666667,-114.1,975
KMSP,44.88333333,-93.23333333,265
KMSR,44.85,-93.56666667,256
KMSS,44.93333333,-74.85,66
KMSV,41.7,-74.78333333,428
KMSX,47.03333333,-113.9833333,2394
KMSY,30,-90.25,5
KMTC,42.61666667,-82.81666667,177
KMTH,24.73333333,-81.05,2
KMTJ,38.5,-107.9,1750
KMTN,39.31666667,-76.41666667,7
KMTO,39.46666667,-88.26666667,214
KMTP,41.06666667,-71.91666667,2
KMTR,44.26666667,-108.8666667,1803
KMTU,40.13333333,-110.1166667,1625
KMTV,36.63333333,-80.01666667,287
KMTW,44.11666667,-87.66666667,198
KMTX,41.26666667,-112.45,1969
KMUI,40.41666667,-76.56666667,149
KMUL,31.13333333,-83.7,89
KMUO,43.03333333,-115.8666667,913
KMUT,41.36666667,-91.15,167
KMUX,37.15,-121.9,1057
KMVC,31.45,-87.35,128
KMVE,44.96666667,-95.71666667,315
KMVL,44.53333333,-72.61666667,234
KMVN,38.31666667,-88.86666667,146
KMVX,47.53333333,-97.33333333,301
KMVY,41.4,-70.61666667,16
KMWA,37.76666667,-89.01666667,144
KMWC,43.11666667,-88.03333333,227
KMWH,47.2,-119.3166667,362
KMWK,36.46666667,-80.55,380
KMWL,32.78333333,-98.06666667,284
KMWM,43.9,-95.1,430
KMWN,44.26666667,-71.3,1910
KMWO,39.53333333,-84.4,198
KMWS,34.23333333,-118.05,1739
KMWT,34.55,-93.58333333,214
KMXF,32.36666667,-86.36666667,51
KMXO,42.21666667,-91.16666667,259
KMXX,32.53333333,-85.78333333,122
KMYF,32.81666667,-117.1333333,136
KMYJ,39.15,-91.81666667,251
KMYL,44.9,-116.1,1533
KMYP,38.48333333,-106.3166667,3667
KMYR,33.66666667,-78.91666667,8
KMYT,28.21666667,-89.61666667,23
KMYV,39.1,-121.5666667,21
KMZB,32.78333333,-117.2333333,12
KMZG,27.73333333,-96.18333333,29
KMZH,46.41666667,-92.8,328
KMZZ,40.48333333,-85.68333333,262
KN00,43.35,-76.38333333,145
KN03,42.6,-76.21666667,366
KN07,40.95,-74.31666667,56
KN12,40.06666667,-74.18333333,13
KN14,39.93333333,-74.8,15
KN23,42.3,-75.41666667,313
KN27,41.73333333,-76.45,223
KN28,40.45,-73.18333333,26
KN40,40.56666667,-74.98333333,171
KN52,40.61666667,-74.66666667,30
KN60,47.65,-101.4333333,582
KN63,41.2,-74.6,119
KN80,38.31666667,-75.11666667,4
KN81,39.66666667,-74.75,20
KN85,40.58333333,-75.01666667,146
KN87,40.21666667,-74.6,36
KN97,41.05,-78.41666667,462
KNAK,38.98333333,-76.48333333,2
KNBC,32.46666667,-80.71666667,12
KNBE,32.71666667,-96.96666667,150
KNBG,29.81666667,-90.01666667,1
KNBK,40.48333333,-74.43333333,5
KNBT,35.01666667,-76.46666667,5
KNBU,42.08333333,-87.81666667,199
KNCA,34.71666667,-77.45,8
KNDZ,30.7,-87.01666667,54
KNE0,44.18333333,-104.05,1940
KNEL,40.01666667,-74.33333333,31
KNEN,30.35,-81.88333333,30
KNEW,30.05,-90.03333333,3
KNFE,36.7,-76.13333333,5
KNFG,33.28333333,-117.3333333,24
KNFL,39.41666667,-118.7,1199
KNFW,32.78333333,-97.43333333,198
KNGP,27.68333333,-97.26666667,6
KNGR,43.76666667,-71.86666667,390
KNGU,36.91666667,-76.26666667,5
KNGZ,37.76666667,-122.3166667,4
KNHC,25.73333333,-80.26666667,3
KNHK,38.26666667,-76.4,12
KNHZ,43.86666667,-69.91666667,23
KNID,35.66666667,-117.6666667,696
KNIP,30.21666667,-81.66666667,7
KNIR,28.36666667,-97.66666667,20
KNJK,32.81666667,-115.6666667,-13
KNJM,34.66666667,-77.01666667,7
KNKA,39.11666667,-94.6,231
KNKT,34.9,-76.88333333,9
KNKX,32.86666667,-117.1333333,146
KNLC,36.31666667,-119.95,72
KNMM,32.53333333,-88.56666667,97
KNMW,46.15,-123.8833333,3
KNOG,27.9,-98.05,78
KNOW,48.13333333,-123.4166667,4
KNPA,30.35,-87.31666667,9
KNQA,35.35,-89.86666667,86
KNQI,27.5,-97.81666667,15
KNQX,24.56666667,-81.66666667,2
KNRB,30.38333333,-81.41666667,5
KNRC,37.4,-121.1,50
KNRN,39.85,-99.9,727
KNRS,32.56666667,-117.1166667,7
KNSE,30.73333333,-87.01666667,61
KNSI,33.21666667,-119.45,154
KNTD,34.11666667,-119.1166667,4
KNTK,33.7,-117.8166667,17
KNTU,36.81666667,-76.01666667,7
KNUC,33.01666667,-118.5666667,55
KNUI,38.15,-76.43333333,7
KNUQ,37.4,-122.05,12
KNUW,48.35,-122.65,14
KNVD,37.85,-94.3,272
KNXF,33.28333333,-117.45,27
KNXP,34.28333333,-116.1666667,626
KNXX,40.2,-75.15,110
KNYC,40.78333333,-73.96666667,11
KNYG,38.5,-77.28333333,4
KNYL,32.63333333,-114.6166667,65
KNZC,30.21666667,-81.86666667,25
KNZJ,33.66666667,-117.7166667,117
KNZW,42.13333333,-70.91666667,49
KNZY,32.7,-117.2166667,8
KO00,41.48333333,-120.5666667,1331
KO18,36.31666667,-119.6333333,74
KO22,38.03333333,-120.4166667,646
KO45,38.38333333,-121.95,33
KO54,40.75,-122.9166667,717
KO57,38.26666667,-119.2166667,1973
KO69,38.25,-122.6,28
KO86,40.98333333,-122.7,729
KO87,40.01666667,-124.0666667,21
KO88,38.2,-121.7,7
KOAJ,34.81666667,-77.61666667,29
KOAK,37.71666667,-122.2333333,26
KOAL,38,-117.7666667,1600
KOAR,36.66666667,-121.7666667,41
KOAX,41.31666667,-96.36666667,350
KOBE,27.26666667,-80.85,11
KOBH,41.38333333,-98.35,670
KOBI,39.21666667,-74.8,13
KOCF,29.16666667,-82.21666667,27
KOCH,31.56666667,-94.71666667,108
KOCQ,44.86666667,-87.91666667,183
KOCR,25.3,-80.26666667,2
KOCS,41.58333333,-109.0166667,2060
KOCW,35.56666667,-77.05,12
KODF,34.7,-83.3,567
KODI,43.91666667,-91.46666667,427
KODO,31.91666667,-102.4,902
KODX,41.61666667,-98.95,631
KOEB,41.91666667,-85.03333333,292
KOED,42.38333333,-122.8666667,396
KOEL,39.11666667,-100.8166667,929
KOEO,45.31666667,-92.7,275
KOFF,41.11666667,-95.91666667,319
KOFK,41.98333333,-97.43333333,470
KOFP,37.7,-77.43333333,62
KOGA,41.11666667,-101.7666667,999
KOGB,33.46666667,-80.85,59
KOGD,41.2,-112.0166667,1353
KOGS,44.66666667,-75.46666667,91
KOHX,36.25,-86.56666667,176
KOIC,42.56666667,-75.51666667,312
KOIN,39.83333333,-100.5333333,824
KOJA,35.55,-98.66666667,490
KOJC,38.85,-94.73333333,326
KOKB,33.21666667,-117.35,8
KOKC,35.38333333,-97.6,390
KOKH,48.25,-122.6666667,59
KOKK,40.53333333,-86.06666667,253
KOKM,35.66666667,-95.95,220
KOKV,39.13333333,-78.15,222
KOKX,40.86666667,-72.86666667,26
KOLD,44.95,-68.66666667,39
KOLE,42.23333333,-78.36666667,651
KOLF,48.1,-105.5833333,604
KOLM,46.96666667,-122.9,58
KOLS,31.41666667,-110.85,1184
KOLU,41.45,-97.31666667,440
KOLV,34.98333333,-89.78333333,122
KOLY,38.71666667,-88.18333333,147
KOLZ,42.66666667,-91.96666667,328
KOMA,41.31666667,-95.9,312
KOMH,38.25,-78.05,142
KOMK,48.46666667,-119.5166667,395
KOMN,29.3,-81.11666667,9
KONA,44.06666667,-91.7,200
KONL,42.46666667,-98.66666667,619
KONM,34.01666667,-106.9,1410
KONO,44.01666667,-117.0166667,667
KONP,44.56666667,-124.0333333,48
KONT,34.05,-117.5833333,274
KONX,36.4,-76.01666667,5
KONZ,42.1,-83.15,180
KOOA,41.23333333,-92.5,256
KOPF,25.91666667,-80.28333333,16
KOPL,30.55,-92.1,23
KOPM,26.83333333,-96.93333333,25
KOPN,32.95,-84.26666667,243
KOQN,39.98333333,-75.58333333,142
KOQT,36.01666667,-84.23333333,277
KOQU,41.6,-71.41666667,6
KORB,48.01666667,-92.86666667,397
KORC,42.96666667,-96.06666667,431
KORD,41.98333333,-87.93333333,200
KORE,42.56666667,-72.28333333,164
KORF,36.9,-76.2,14
KORG,30.06666667,-93.8,4
KORH,42.26666667,-71.86666667,304
KORL,28.55,-81.33333333,37
KORN,30.25,-89.76666667,3
KORS,48.7,-122.9166667,9
KOSA,33.1,-94.96666667,111
KOSC,44.45,-83.4,193
KOSH,43.96666667,-88.55,248
KOSU,40.08333333,-83.08333333,280
KOSW,37.15,-95.2,283
KOTG,43.63333333,-95.56666667,480
KOTH,43.41666667,-124.25,4
KOTM,41.1,-92.45,256
KOTX,47.68333333,-117.6333333,727
KOUN,35.25,-97.46666667,357
KOVE,39.5,-121.6166667,58
KOVL,44.78333333,-95.03333333,328
KOVN,41.36666667,-96.01666667,406
KOVR,41.16666667,-95.73333333,312
KOVS,43.15,-90.68333333,202
KOWA,44.11666667,-93.25,350
KOWB,37.71666667,-87.16666667,124
KOWD,42.18333333,-71.16666667,19
KOWP,36.18333333,-96.15,272
KOWY,41.95,-116.1,1645
KOXB,38.31666667,-75.11666667,3
KOXC,41.46666667,-73.13333333,222
KOXI,41.33333333,-86.66666667,209
KOXR,34.2,-119.2,20
KOXV,41.28333333,-93.11666667,283
KOZA,30.73333333,-101.2,726
KOZR,31.28333333,-85.71666667,93
KOZW,42.61666667,-83.96666667,293
KOZX,42.38333333,-75.15,351
KP02,36.76666667,-90.46666667,146
KP05,44.06666667,-101.65,683
KP07,30.16666667,-102.4166667,865
KP08,32.93333333,-111.4333333,481
KP11,48.11666667,-98.91666667,443
KP24,47.75,-101.8333333,624
KP28,37.28333333,-98.55,469
KP34,35.65,-109.0666667,2055
KP35,40.25,-93.71666667,270
KP38,37.61666667,-114.5333333,1333
KP39,46.6,-94.31666667,390
KP53,46.41666667,-86.65,187
KP58,44.01666667,-82.8,179
KP59,47.46666667,-87.88333333,190
KP60,44.55,-110.4166667,2388
KP61,47.56666667,-90.81666667,241
KP67,46.1,-97.15,351
KP68,39.6,-116,1809
KP69,46.15,-115.6,480
KP70,34.91666667,-105.5666667,2109
KP75,45.95,-86.23333333,178
KP88,42.88333333,-117.65,1162
KP92,29.56666667,-91.53333333,1
KPAA,38.95,-123.2666667,18
KPAC,44.1,-103.5166667,1494
KPAE,47.91666667,-122.2833333,180
KPAH,37.06666667,-88.76666667,119
KPAM,30.06666667,-85.56666667,5
KPAN,34.25,-111.3333333,1572
KPAO,37.46666667,-122.1166667,2
KPAT,42.56666667,-106.85,1912
KPBF,34.18333333,-91.93333333,62
KPBG,44.65,-73.46666667,72
KPBH,45.7,-90.4,449
KPBI,26.68333333,-80.1,6
KPBZ,40.53333333,-80.21666667,361
KPCM,28,-82.16666667,47
KPCW,41.51666667,-82.86666667,178
KPCZ,44.33333333,-89.01666667,252
KPDC,43.01666667,-91.11666667,201
KPDK,33.88333333,-84.3,302
KPDT,45.7,-118.8333333,462
KPDX,45.6,-122.6166667,7
KPEA,41.4,-92.95,270
KPEF,38.78333333,-104.7166667,1881
KPEO,42.65,-77.05,256
KPEQ,31.38333333,-103.5166667,797
KPEX,45.36666667,-94.73333333,360
KPEZ,28.95,-98.51666667,132
KPFC,45.2,-123.95,5
KPFN,30.2,-85.68333333,12
KPGA,36.91666667,-111.45,1307
KPGD,26.91666667,-82,7
KPGL,30.4,-88.48333333,3
KPGO,34.68333333,-94.61666667,883
KPGS,35.61666667,-113.5333333,1450
KPGU,34.56666667,-120.35,12
KPGV,35.61666667,-77.4,8
KPHD,40.46666667,-81.41666667,272
KPHF,37.13333333,-76.5,12
KPHG,39.73333333,-99.31666667,582
KPHI,40.01666667,-74.81666667,4
KPHL,39.86666667,-75.23333333,18
KPHN,42.91666667,-82.51666667,198
KPHP,44.05,-101.6,672
KPHT,36.33333333,-88.38333333,177
KPHX,33.43333333,-112.0166667,336
KPIA,40.66666667,-89.68333333,205
KPIB,31.46666667,-89.31666667,91
KPIC,43.45,-74.53333333,527
KPIE,27.91666667,-82.68333333,4
KPIH,42.91666667,-112.5666667,1359
KPIL,26.16666667,-97.33333333,5
KPIN,44.56666667,-106.8166667,1392
KPIR,44.38333333,-100.2833333,526
KPIT,40.5,-80.26666667,357
KPKB,39.35,-81.41666667,262
KPKD,46.9,-95.06666667,442
KPKF,45.93333333,-90.45,469
KPKV,28.65,-96.68333333,9
KPLB,44.68333333,-73.53333333,106
KPLN,45.56666667,-84.8,217
KPLU,47.1,-122.2833333,164
KPMD,34.63333333,-118.0833333,780
KPMM,42.46666667,-86.11666667,213
KPMP,26.25,-80.11666667,6
KPMV,40.95,-95.91666667,367
KPNA,42.8,-109.8,2160
KPNC,36.73333333,-97.1,308
KPNE,40.08333333,-75.01666667,28
KPNM,45.56666667,-93.6,298
KPNS,30.48333333,-87.18333333,38
KPNT,40.91666667,-88.61666667,201
KPO1,48.13333333,-105.1666667,621
KPOB,35.16666667,-79.01666667,66
KPOC,34.1,-117.7666667,308
KPOE,31.05,-93.2,101
KPOF,36.76666667,-90.31666667,99
KPOU,41.63333333,-73.88333333,46
KPOV,41.21666667,-81.25,365
KPOW,42.78333333,-73.21666667,348
KPPA,35.61666667,-101,989
KPPF,37.33333333,-95.5,274
KPPO,41.56666667,-86.73333333,248
KPPQ,39.63333333,-90.78333333,216
KPQI,46.66666667,-68.03333333,146
KPQL,30.46666667,-88.53333333,6
KPQN,43.96666667,-96.31666667,529
KPQR,45.56666667,-122.5333333,7
KPRB,35.66666667,-120.6333333,245
KPRC,34.65,-112.4166667,1524
KPRG,39.7,-87.66666667,199
KPRN,31.85,-86.61666667,138
KPRO,41.83333333,-94.16666667,308
KPRS,29.63333333,-104.35,896
KPRX,33.61666667,-95.45,167
KPSB,40.86666667,-78.06666667,594
KPSC,46.26666667,-119.1166667,121
KPSF,42.43333333,-73.28333333,355
KPSK,37.11666667,-80.66666667,642
KPSM,43.06666667,-70.81666667,31
KPSN,31.78333333,-95.7,129
KPSO,37.28333333,-107.05,2334
KPSP,33.81666667,-116.5,135
KPSR,33.43333333,-112.0166667,342
KPSX,28.71666667,-96.25,5
KPTB,37.16666667,-77.51666667,59
KPTD,44.68333333,-74.95,144
KPTK,42.66666667,-83.41666667,299
