ICAO,Latitude,Longitude,Elevation
KPTN,29.71666667,-91.31666667,3
KPTR,45.6,-122.6,24
KPTS,37.45,-94.73333333,290
KPTT,37.7,-98.75,595
KPTV,36.01666667,-119.0666667,135
KPTW,40.23333333,-75.55,92
KPUB,38.28333333,-104.5,1420
KPUC,39.61666667,-110.75,2091
KPUJ,33.91666667,-84.93333333,393
KPUM,41.05,-105.4666667,2420
KPUW,46.75,-117.1166667,773
KPUX,38.46666667,-104.1833333,1600
KPVB,42.68333333,-90.43333333,313
KPVC,42.06666667,-70.21666667,2
KPVD,41.71666667,-71.43333333,16
KPVF,38.71666667,-120.75,789
KPVG,36.78333333,-76.45,7
KPVJ,34.71666667,-97.21666667,295
KPVU,40.21666667,-111.7166667,1369
KPVW,34.16666667,-101.7166667,1028
KPWA,35.53333333,-97.65,397
KPWC,46.71666667,-94.36666667,395
KPWD,48.78333333,-104.5166667,686
KPWE,40.2,-96.2,415
KPWG,31.46666667,-97.31666667,180
KPWK,42.11666667,-87.9,203
KPWM,43.65,-70.3,15
KPWT,47.5,-122.75,147
KPXV,37.93333333,-87.76666667,117
KPYE,38.08333333,-122.8666667,447
KPYM,41.91666667,-70.73333333,43
KPYN,37.13333333,-90.71666667,142
KPYX,36.41666667,-100.75,889
KPZD,31.65,-84.3,85
KPZQ,45.4,-83.81666667,204
KQAH,39.5,-76.56666667,5
KQBL,30.4,-86.65,6
KQHY,30.4,-86.65,8
KQMG,32.05,-106.15,1283
KQNR,36.63333333,-6.333333333,26
KQPR,45.53333333,-104.8666667,966
KQRC,58.68333333,-156.6333333,15
KQT8,27.53333333,-92.43333333,1
KQT9,27.78333333,-90.63333333,1
KRAC,42.76666667,-87.81666667,203
KRAD,48.93333333,-95.33333333,327
KRAH,35.86666667,-78.78333333,133
KRAL,33.95,-117.45,252
KRAM,29.05,-88.08333333,10
KRAP,44.05,-103.05,965
KRAS,27.81666667,-97.08333333,2
KRAW,38.35,-93.35,285
KRAX,35.66666667,-78.48333333,106
KRBD,32.68333333,-96.86666667,203
KRBG,43.23333333,-123.35,154
KRBL,40.15,-122.25,104
KRBO,27.78333333,-97.68333333,24
KRBW,32.91666667,-80.63333333,31
KRCA,44.13333333,-103.0833333,999
KRCE,35.48333333,-97.81666667,413
KRCM,38.78333333,-93.8,244
KRCR,41.06666667,-86.18333333,241
KRCX,45.5,-91,377
KRCZ,34.88333333,-79.76666667,109
KRDD,40.51666667,-122.3,155
KRDG,40.36666667,-75.96666667,109
KRDK,41.01666667,-95.26666667,318
KRDM,44.25,-121.15,938
KRDR,47.96666667,-97.4,278
KRDU,35.9,-78.78333333,130
KREE,33.6,-102.0333333,1017
KREI,34.08333333,-117.15,480
KREJ,45.26666667,-103.5333333,925
KREL,43.86666667,-99.56666667,542
KREO,42.58333333,-117.8666667,1235
KREV,39.56666667,-119.8,1516
KRFD,42.2,-89.1,221
KRFI,32.15,-94.85,135
KRGK,44.58333333,-92.48333333,239
KRGX,39.75,-119.4666667,2530
KRHA,40.85,-77.85,389
KRHI,45.63333333,-89.48333333,485
KRHP,35.18333333,-83.85,518
KRHV,37.31666667,-121.8166667,41
KRIC,37.51666667,-77.31666667,50
KRIE,45.48333333,-91.71666667,360
KRIF,38.73333333,-112.1,1616
KRIL,39.53333333,-107.7333333,1678
KRIM,43.1,-110.3166667,2294
KRIU,38.48333333,-121.1,45
KRIV,33.86666667,-117.2666667,469
KRIW,43.06666667,-108.4666667,1697
KRIX,33.55,-117.4333333,468
KRJD,38.96666667,-75.86666667,20
KRKD,44.06666667,-69.08333333,17
KRKP,28.08333333,-97.05,6
KRKR,35.01666667,-94.61666667,138
KRKS,41.6,-109.0666667,2060
KRKW,35.91666667,-84.68333333,508
KRLX,38.31666667,-81.71666667,329
KRME,43.21666667,-75.4,154
KRMG,34.35,-85.16666667,193
KRMN,38.4,-77.45,65
KRMX,43.46666667,-75.45,154
KRMY,42.23333333,-84.95,287
KRNC,35.7,-85.85,315
KRND,29.51666667,-98.26666667,232
KRNH,45.15,-92.53333333,304
KRNK,37.2,-80.4,648
KRNM,33.03333333,-116.9166667,427
KRNO,39.5,-119.7666667,1342
KRNP,43,-84.13333333,224
KRNT,47.5,-122.2166667,21
KRNV,33.76666667,-90.75,41
KROA,37.31666667,-79.96666667,362
KROC,43.11666667,-77.68333333,178
KROD,40.28333333,-84.03333333,360
KROG,36.36666667,-94.08333333,415
KROS,45.7,-92.95,281
KROW,33.3,-104.5,1112
KROX,48.85,-95.7,323
KRPD,45.41666667,-91.76666667,338
KRPE,29.68333333,-93.95,3
KRPH,33.11666667,-98.55,342
KRPJ,41.88333333,-89.08333333,238
KRPX,46.46666667,-108.55,1065
KRQB,43.71666667,-85.5,302
KRQE,35.65,-109.0666667,2055
KRQO,35.46666667,-98,432
KRRF,28.18333333,-82.63333333,12
KRRK,45.55,-122.9666667,50
KRRL,45.2,-89.71666667,401
KRRT,48.93333333,-95.33333333,327
KRSA,38.5,-121.5,11
KRSK,36.75,-108.1,1775
KRSL,38.86666667,-98.81666667,567
KRSN,32.51666667,-92.58333333,95
KRSP,39.65,-77.46666667,561
KRST,43.9,-92.5,403
KRSV,39.01666667,-87.65,141
KRSW,26.53333333,-81.75,10
KRTN,36.73333333,-104.5,1936
KRTS,39.66666667,-119.8833333,1540
KRTX,45.71666667,-122.9666667,479
KRUE,35.25,-93.1,115
KRUG,48.38333333,-100.0166667,472
KRUM,44.53333333,-70.53333333,207
KRUQ,35.65,-80.51666667,236
KRUT,43.51666667,-72.95,240
KRVS,36.05,-95.98333333,200
KRWF,44.55,-95.08333333,311
KRWI,35.85,-77.9,47
KRWL,41.78333333,-107.2,2077
KRWV,30.51666667,-96.7,119
KRXE,43.83333333,-111.8,1480
KRYN,32.15,-111.1666667,737
KRYT,39.73333333,-77.43333333,274
KRYV,43.16666667,-88.71666667,254
KRYW,30.5,-97.96666667,376
KRYY,34.01666667,-84.6,317
KRZC,36.25,-94.11666667,443
KRZL,40.95,-87.18333333,213
KRZN,45.81666667,-92.36666667,301
KRZR,35.21666667,-84.8,263
KRZS,34.51666667,-119.7666667,1104
KRZZ,36.43333333,-77.71666667,75
KS02,28.5,-91.3,2
KS06,47.46666667,-115.7833333,1011
KS11,41.5,-120.5166667,1341
KS14,44.35,-112.1666667,1800
KS22,45.83333333,-119.2666667,195
KS25,47.8,-103.25,644
KS29,38.51666667,-106.0166667,2282
KS32,47.41666667,-98.1,684
KS34,47.46666667,-114.9,752
KS47,45.41666667,-123.8166667,11
KS58,28.51666667,-90.56666667,1
KS59,48.28333333,-115.4833333,793
KS65,28.5,-91.2,2
KS71,48.6,-109.25,736
KS80,45.95,-116.1166667,1011
KSAA,41.45,-106.8333333,2138
KSAC,38.5,-121.5,11
KSAD,32.85,-109.6333333,962
KSAF,35.61666667,-106.1,1930
KSAN,32.73333333,-117.1833333,12
KSAR,38.15,-89.7,164
KSAT,29.53333333,-98.46666667,243
KSAV,32.11666667,-81.2,14
KSAW,46.35,-87.4,372
KSAX,41.06666667,-74.53333333,30
KSAZ,46.36666667,-94.8,392
KSBA,34.43333333,-119.85,3
KSBD,34.08333333,-117.25,353
KSBM,43.78333333,-87.85,232
KSBN,41.7,-86.31666667,237
KSBO,32.61666667,-82.36666667,100
KSBP,35.23333333,-120.6333333,59
KSBS,40.51666667,-106.8666667,2096
KSBY,38.33333333,-75.5,19
KSCF,29.11666667,-91.86666667,8
KSCH,42.85,-73.91666667,115
KSCK,37.88333333,-121.2166667,10
KSDA,40.75,-95.41666667,296
KSDB,34.75,-118.7166667,1377
KSDC,43.23333333,-77.11666667,129
KSDF,38.18333333,-85.73333333,146
KSDL,33.61666667,-111.9166667,447
KSDM,32.58333333,-117,159
KSDY,47.7,-104.2,605
KSEA,47.45,-122.3166667,136
KSEE,32.81666667,-116.9666667,117
KSEG,40.81666667,-76.86666667,134
KSEP,32.21666667,-98.16666667,402
KSET,38.93333333,-90.43333333,134
KSEW,47.68333333,-122.25,7
KSEZ,34.85,-111.7833333,1473
KSFB,28.76666667,-81.21666667,17
KSFD,43.38333333,-99.85,621
KSFF,47.68333333,-117.3166667,609
KSFM,43.38333333,-70.71666667,74
KSFO,37.61666667,-122.3666667,3
KSFQ,36.68333333,-76.6,22
KSFX,43.1,-112.6833333,1364
KSFY,42.05,-90.11666667,188
KSFZ,41.91666667,-71.5,134
KSGE,41.78333333,-110.5,2354
KSGF,37.23333333,-93.38333333,390
KSGH,39.83333333,-83.83333333,321
KSGJ,29.96666667,-81.31666667,3
KSGR,29.61666667,-95.65,2
KSGS,44.86666667,-93.03333333,250
KSGT,34.6,-91.56666667,68
KSGU,37.06666667,-113.5166667,896
KSGX,32.73333333,-117.1666667,9
KSHC,41.93333333,-109.9666667,2043
KSHD,38.26666667,-78.9,366
KSHI,41.78333333,-80.7,276
KSHL,43.21666667,-95.81666667,432
KSHM,38.8,-104.5166667,1900
KSHN,47.23333333,-123.1333333,82
KSHP,33.96666667,-98.46666667,314
KSHR,44.76666667,-106.9666667,1202
KSHV,32.45,-93.83333333,83
KSIB,42.45,-105.0333333,1500
KSIE,39.1,-74.8,30
KSIF,36.43333333,-79.85,211
KSIK,36.9,-89.56666667,96
KSIL,30.25,-89.76666667,3
KSIY,41.76666667,-122.4666667,807
KSJB,40.61666667,-74.66666667,30
KSJC,37.36666667,-121.9166667,24
KSJI,30.73333333,-88.36666667,63
KSJN,34.51666667,-109.3833333,1745
KSJS,37.75,-82.63333333,372
KSJT,31.36666667,-100.5,576
KSJX,45.7,-85.56666667,204
KSKA,47.61666667,-117.65,750
KSKF,29.36666667,-98.56666667,210
KSKL,41.11666667,-106.5666667,2451
KSKX,36.45,-105.6666667,2161
KSL0,44.03333333,-103.4333333,1478
KSLB,42.6,-95.21666667,454
KSLC,40.76666667,-111.9666667,1286
KSLD,41.96666667,-74.35,610
KSLE,44.9,-123,59
KSLG,36.2,-94.46666667,300
KSLH,45.65,-84.51666667,195
KSLI,33.76666667,-118.0333333,11
KSLK,44.4,-74.2,498
KSLN,38.78333333,-97.65,385
KSLO,38.65,-88.96666667,175
KSLR,33.16666667,-95.61666667,149
KSLT,41.5,-77.96666667,707
KSME,37.05,-84.61666667,283
KSMF,38.7,-121.6,6
KSMN,45.11666667,-113.8666667,1233
KSMO,34.01666667,-118.45,57
KSMP,47.28333333,-121.3333333,1208
KSMQ,40.61666667,-74.66666667,30
KSMS,34,-80.36666667,56
KSMX,34.9,-120.45,74
KSNA,33.66666667,-117.8666667,16
KSNC,41.38333333,-72.5,127
KSNH,35.16666667,-88.21666667,144
KSNK,32.7,-100.95,741
KSNL,35.35,-96.95,327
KSNS,36.66666667,-121.6,30
KSNT,44.16666667,-114.9333333,1980
KSNY,41.1,-102.9833333,1307
KSOA,30.58333333,-100.65,652
KSOL,44.06666667,-72.96666667,616
KSOP,35.21666667,-79.4,141
KSOW,34.26666667,-110,1954
KSOX,33.81666667,-117.6333333,923
KSPA,34.91666667,-81.93333333,303
KSPB,45.76666667,-122.8666667,14
KSPD,37.28333333,-102.6166667,1335
KSPF,44.46666667,-103.7666667,1188
KSPG,27.76666667,-82.63333333,2
KSPI,39.85,-89.68333333,181
KSPL,26.06666667,-97.15,4
KSPR,28.6,-91.2,31
KSPS,33.98333333,-98.5,308
KSPW,43.16666667,-95.21666667,403
KSQI,41.75,-89.66666667,197
KSQL,37.51666667,-122.25,1
KSQS,33.46666667,-90.28333333,42
KSRB,36.05,-85.53333333,313
KSRC,35.21666667,-91.73333333,80
KSRE,35.26666667,-96.68333333,312
KSRN,29.11666667,-91.86666667,1
KSRQ,27.4,-82.56666667,18
KSRR,33.46666667,-105.5166667,2076
KSRX,35.28333333,-94.36666667,195
KSSC,33.96666667,-80.46666667,74
KSSF,29.33333333,-98.46666667,176
KSSI,31.15,-81.38333333,6
KSSM,46.46666667,-84.36666667,221
KSSO,32.26666667,-109.25,1097
KSSU,37.76666667,-80.31666667,549
KSTC,45.55,-94.05,314
KSTE,44.55,-89.53333333,338
KSTF,33.43333333,-88.85,102
KSTJ,39.76666667,-94.91666667,247
KSTK,40.61666667,-103.2666667,1231
KSTL,38.75,-90.36666667,171
KSTM,41.53333333,-73.73333333,279
KSTO,38.5,-121.5,11
KSTP,44.93333333,-93.05,219
KSTR,39.3,-102.6,1345
KSTS,38.5,-122.8166667,39
KSTT,18.33333333,-64.98333333,15
KSTZ,28.16666667,-90.66666667,25
KSUA,27.18333333,-80.21666667,6
KSUE,44.85,-87.41666667,221
KSUM,45.33333333,-97.08333333,607
KSUN,43.5,-114.2833333,1620
KSUS,38.65,-90.65,141
KSUT,33.93333333,-78.08333333,8
KSUU,38.26666667,-121.9166667,19
KSUW,46.68333333,-92.1,206
KSUX,42.38333333,-96.38333333,338
KSVC,32.63333333,-108.15,1659
KSVE,40.36666667,-120.5666667,1263
KSVH,35.75,-80.95,294
KSVM,42.41666667,-83.6,290
KSVN,32.01666667,-81.15,13
KSWF,41.5,-74.08333333,150
KSWO,36.16666667,-97.08333333,290
KSWW,32.46666667,-100.4666667,727
KSXS,31.36666667,-85.85,122
KSXT,42.6,-123.3666667,1170
KSYF,39.76666667,-101.8,1025
KSYI,35.56666667,-86.45,245
KSYL,35.75,-120.7,220
KSYN,44.46666667,-93.01666667,280
KSYR,43.11666667,-76.1,127
KSZL,38.71666667,-93.53333333,265
KSZT,48.3,-116.5666667,648
KSZY,35.2,-88.5,100
KT02,29.51666667,-95.25,12
KT03,36.1,-111.3833333,1400
KT04,30.66666667,-97.66666667,240
KT05,26.56666667,-97.43333333,3
KT08,45.46666667,-89.8,453
KT20,29.51666667,-97.46666667,108
KT27,30.73333333,-98.21666667,389
KT31,26.16666667,-97.33333333,5
KT35,30.88333333,-96.96666667,123
KT43,27.91666667,-97.21666667,6
KT46,28.01666667,-95.86666667,31
KT47,33.85,-98.48333333,305
KT53,27.78333333,-97.68333333,24
KT56,31.3,-95.4,106
KT62,40.31666667,-112.2833333,1628
KT65,26.18333333,-97.96666667,21
KT72,30.86666667,-96.61666667,87
KT77,29.63333333,-104.35,896
KT82,30.25,-98.91666667,517
KT86,26.96666667,-99.25,129
KT89,29.35,-98.85,235
KT97,28.65,-96.68333333,9
KT98,29.88333333,-97.86666667,182
KTAD,37.26666667,-104.3333333,1756
KTAE,30.4,-84.33333333,16
KTAN,41.88333333,-71.01666667,7
KTAR,41.95,-71.13333333,36
KTAZ,39.53333333,-89.33333333,190
KTBC,36.11666667,-111.2666667,1538
KTBE,37.26666667,-103.6,1747
KTBN,37.71666667,-92.11666667,353
KTBR,32.48333333,-81.73333333,57
KTBW,27.7,-82.4,12
KTBX,43.46666667,-108.2333333,2225
KTCC,35.18333333,-103.6,1235
KTCL,33.21666667,-87.61666667,49
KTCM,47.11666667,-122.4666667,98
KTCS,33.23333333,-107.2666667,1469
KTDF,36.28333333,-78.98333333,186
KTDO,46.46666667,-122.7833333,113
KTDR,30.05,-85.51666667,5
KTDZ,41.56666667,-83.48333333,189
KTEB,40.86666667,-74.05,7
KTEW,42.56666667,-84.41666667,280
KTEX,37.95,-107.9,2769
KTFP,27.91666667,-97.21666667,6
KTFX,47.46666667,-111.3833333,1132
KTHA,35.38333333,-86.25,331
KTHV,39.91666667,-76.88333333,144
KTIF,41.96666667,-100.5666667,892
KTIK,35.41666667,-97.36666667,394
KTIP,40.28333333,-88.15,225
KTIR,39.41666667,-83.81666667,332
KTIW,47.26666667,-122.5833333,89
KTIX,28.5,-80.8,11
KTKC,44.25,-95.61666667,408
KTKI,33.18333333,-96.58333333,179
KTKV,45.46666667,-89.81666667,453
KTLH,30.4,-84.35,19
KTLS,45.21666667,-99.66666667,596
KTLX,35.33333333,-97.28333333,370
KTMA,31.43333333,-83.48333333,109
KTMB,25.65,-80.43333333,2
KTME,29.8,-95.9,51
KTMH,43.11666667,-106.3333333,1743
KTMK,45.41666667,-123.8166667,11
KTMW,43.9,-71.3,241
KTNB,36.2,-81.65,911
KTNU,41.66666667,-93.01666667,290
KTNX,37.78333333,-116.7666667,1691
KTOA,33.78333333,-118.3166667,31
KTOB,44.01666667,-92.81666667,398
KTOC,34.6,-83.3,304
KTOI,31.85,-86.01666667,118
KTOL,41.58333333,-83.8,210
KTOP,39.06666667,-95.63333333,268
KTOR,42.06666667,-104.15,1277
KTOU,48.3,-124.6333333,520
KTOW,44.9,-110.3833333,1800
KTPA,27.96666667,-82.53333333,11
KTPF,27.91666667,-82.45,3
KTPH,38.05,-117.0833333,1652
KTPL,31.13333333,-97.4,208
KTQE,41.76666667,-96.18333333,312
KTQH,35.93333333,-95,266
KTQK,38.46666667,-100.8833333,904
KTRB,38.45,-101.75,1103
KTRI,36.48333333,-82.4,474
KTRK,39.31666667,-120.1166667,1798
KTRL,32.71666667,-96.26666667,145
KTRM,33.63333333,-116.1666667,-35
KTRV,27.65,-80.41666667,10
KTSA,36.2,-95.9,205
KTSP,35.13333333,-118.4333333,1220
KTTA,35.58333333,-79.1,75
KTTD,45.55,-122.4166667,14
KTTF,41.93333333,-83.41666667,188
KTTH,39.48333333,-87.25,179
KTTN,40.28333333,-74.81666667,59
KTTS,28.61666667,-80.71666667,3
KTTT,32.86666667,-97.03333333,165
KTUA,36.15,-95.85,205
KTUL,36.2,-95.88333333,207
KTUP,34.26666667,-88.76666667,105
KTUS,32.13333333,-110.95,776
KTVC,44.73333333,-85.56666667,190
KTVF,48.06666667,-96.16666667,340
KTVI,30.9,-83.88333333,80
KTVK,40.68333333,-92.9,314
KTVL,38.9,-120,1924
KTVR,32.35,-91.03333333,26
KTWC,32.23333333,-110.95,752
KTWF,42.48333333,-114.4833333,1266
KTWM,47.03333333,-91.75,328
KTWX,39,-96.23333333,417
KTXK,33.45,-93.98333333,111
KTXO,34.5,-102.8333333,1353
KTYQ,40.03333333,-86.25,281
KTYR,32.36666667,-95.4,165
KTYS,35.81666667,-83.98333333,302
KTYX,43.75,-75.68333333,562
KTZR,39.9,-83.13333333,276
KTZV,36.73333333,-85.65,316
KU11,43.83333333,-111.8,1480
KU15,44.51666667,-114.2166667,1536
KU16,41.05,-113.0666667,1292
KU17,37.5,-110.7,1110
KU24,39.33333333,-112.5833333,1414
KU28,39,-110.1666667,1241
KU31,39.5,-117.0666667,2014
KU35,43.61666667,-116.6166667,740
KU42,40.61666667,-111.9833333,1402
KU67,40.28333333,-109.9666667,1556
KU73,42.73333333,-114.45,1222
KU78,42.63333333,-111.5666667,1780
KUAO,45.25,-122.7666667,59
KUBE,45.5,-91.98333333,379
KUCA,43.15,-75.38333333,228
KUCC,36.95,-116.05,1195
KUCP,41.03333333,-80.41666667,327
KUCY,36.38333333,-88.98333333,104
KUDG,34.45,-79.88333333,59
KUDX,44.13333333,-102.8333333,919
KUES,43.05,-88.25,278
KUEX,40.31666667,-98.45,602
KUGN,42.41666667,-87.86666667,222
KUIL,47.93333333,-124.55,54
KUIN,39.95,-91.2,234
KUKF,36.21666667,-81.1,396
KUKI,39.11666667,-123.2,187
KUKL,38.3,-95.73333333,358
KUKT,40.43333333,-75.38333333,160
KULM,44.31666667,-94.5,308
KULS,37.6,-101.3666667,936
KUMN,36.86666667,-93.9,437
KUMP,39.93333333,-86.05,248
KUNI,39.21666667,-82.23333333,193
KUNO,36.88333333,-91.9,372
KUNR,44.06666667,-103.2,1027
KUNU,43.41666667,-88.7,285
KUNV,40.85,-77.83333333,378
KUOX,34.38333333,-89.53333333,137
KUSE,41.61666667,-84.13333333,238
KUTA,34.68333333,-90.35,59
KUTS,30.75,-95.58333333,104
KUUU,41.53333333,-71.28333333,51
KUUV,38.23333333,-91.16666667,284
KUVA,29.21666667,-99.75,287
KUXL,30.13333333,-93.38333333,4
KUZA,34.98333333,-81.05,202
KVAD,30.96666667,-83.2,71
KVAF,27.35,-94.63333333,46
KVAX,30.88333333,-83,54
KVAY,39.93333333,-74.83333333,15
KVBG,34.73333333,-120.5833333,112
KVBS,29.48333333,-93.63333333,31
KVBT,36.35,-94.21666667,395
KVBX,34.83333333,-120.4,373
KVCB,38.38333333,-121.95,33
KVCT,28.86666667,-96.93333333,31
KVCV,34.58333333,-117.3833333,876
KVDF,28.01666667,-82.33333333,7
KVDI,32.2,-82.36666667,84
KVDW,41.15,-105.4,2542
KVEF,36.05,-115.1833333,694
KVEL,40.45,-109.5166667,1604
KVER,38.95,-92.68333333,218
KVES,40.2,-84.53333333,307
KVGC,42.85,-75.56666667,347
KVGT,36.21666667,-115.2,671
KVIC,45.9,-96.86666667,329
KVIH,38.13333333,-91.76666667,333
KVIS,36.31666667,-119.4,89
KVIV,44.23333333,-100.3666667,588
KVJI,36.66666667,-82.01666667,631
KVKS,32.23333333,-90.93333333,32
KVKY,29.25,-88.43333333,32
KVLA,38.98333333,-89.16666667,164
KVLD,30.78333333,-83.26666667,62
KVLL,42.55,-83.18333333,222
KVMR,42.76666667,-96.93333333,349
KVNC,27.06666667,-82.43333333,6
KVNP,29.46666667,-92.36666667,28
KVNX,36.73333333,-98.13333333,369
KVNY,34.21666667,-118.4833333,245
KVOA,29.23333333,-87.78333333,53
KVOK,43.91666667,-90.26666667,277
KVPC,34.13333333,-84.85,222
KVPS,30.46666667,-86.51666667,26
KVPZ,41.45,-87,231
KVQN,36.95,-78.98333333,280
KVQQ,30.21666667,-81.88333333,25
KVQT,28.26666667,-92.26666667,25
KVRB,27.65,-80.41666667,10
KVRX,28.05,-92.45,1
KVSF,43.35,-72.51666667,175
KVSH,29.95,-90.08333333,5
KVT1,44.98333333,-71.5,317
KVT2,44.65,-71.98333333,274
KVTA,40.01666667,-82.46666667,268
KVTI,42.21666667,-92.01666667,255
KVTN,42.86666667,-100.55,788
KVTP,37.5,-105.1666667,3114
KVTX,34.41666667,-119.1833333,831
KVUJ,35.41666667,-80.15,186
KVUO,45.61666667,-122.65,8
KVUZ,33.66666667,-86.9,250
KVVG,28.95,-81.96666667,27
KVVV,45.3,-96.41666667,335
KVWU,48.15,-94.51666667,360
KVWX,38.26666667,-87.71666667,190
KVXV,35.9,-83.88333333,302
KVYS,41.35,-89.15,199
KW11,44.9,-91.86666667,273
KW22,39,-80.26666667,499
KW29,38.98333333,-76.33333333,15
KW32,38.75,-76.93333333,76
KW43,44.66666667,-104.5666667,1300
KW44,35.65,-80.1,205
KW45,38.66666667,-78.5,275
KW60,28.15,-93.35,1
KW66,38.58333333,-77.71666667,103
KW76,28.36666667,-93.5,30
KW94,37.3,-76.63333333,11
KW99,39,-79.15,293
KWAL,37.93333333,-75.46666667,14
KWBC,38.85,-76.93333333,50
KWDG,36.36666667,-97.76666667,356
KWDO,42.93333333,-72.85,527
KWDR,33.98333333,-83.66666667,287
KWEY,44.63333333,-111.0833333,2031
KWHP,34.25,-118.4166667,306
KWJF,34.71666667,-118.2166667,715
KWK6,39.03333333,-99.88333333,752
KWLD,37.16666667,-97.03333333,350
KWMC,40.9,-117.8,1310
KWNB,38.85,-76.93333333,50
KWNC,38.85,-76.93333333,50
KWNH,38.85,-76.93333333,50
KWNJ,29.63333333,-95.28333333,36
KWNM,38.85,-76.93333333,50
KWNO,38.85,-76.93333333,50
KWNS,35.21666667,-97.45,357
KWOR,42.38333333,-72.91666667,392
KWRB,32.61666667,-83.58333333,90
KWRI,40.01666667,-74.58333333,41
KWRL,43.96666667,-107.95,1271
KWRS,42.68333333,-78.2,555
KWST,41.35,-71.8,21
KWTA,44.08333333,-102.4833333,810
KWTR,41.41666667,-104.8666667,1882
KWVI,36.93333333,-121.7833333,43
KWVL,44.51666667,-69.66666667,101
KWWD,39.01666667,-74.91666667,7
KWWR,36.45,-99.51666667,667
KWYS,44.66666667,-111.1166667,2025
KX14,26.73333333,-81.43333333,6
KX26,27.81666667,-80.5,6
KX40,28.8,-82.31666667,15
KX41,28.35,-82.61666667,12
KXAA,34.75,-82.38333333,320
KXBP,33.18333333,-97.83333333,260
KXCN,27.76666667,-91.51666667,1
KXFL,29.46666667,-81.2,10
KXIH,29.18333333,-94.51666667,75
KXLL,40.56666667,-75.48333333,122
KXMR,28.46666667,-80.56666667,3
KXNA,36.28333333,-94.3,392
KXPY,29.11666667,-90.2,2
KXSA,37.86666667,-76.9,42
KXVG,46.98333333,-94.2,407
KXVW,34.71666667,-120.5666667,100
KY12,44.63333333,-93.23333333,293
KY14,43.45,-96.8,462
KY15,45.65,-84.51666667,195
KY19,46.76666667,-100.9,593
KY22,45.91666667,-102.1666667,781
KY23,45.3,-91.63333333,322
KY26,45.53333333,-100.4333333,508
KY29,44.75,-95.91666667,302
KY33,45.23333333,-93.98333333,313
KY50,44.03333333,-89.3,262
KY51,43.58333333,-90.9,394
KY62,46.46666667,-84.36666667,219
KY63,45.98333333,-96,367
KY68,44.25,-95.6,408
KY70,42.93333333,-85.06666667,250
KY84,45.86666667,-84.63333333,226
KYIP,42.23333333,-83.53333333,215
KYKM,46.56666667,-120.5333333,324
KYKN,42.91666667,-97.36666667,398
KYMA,40.1,-102.7166667,1261
KYNG,41.25,-80.66666667,360
KYUC,36.95,-116.0333333,1198
KYUM,32.63333333,-114.5833333,63
KYUX,32.5,-114.65,53
KYZO,32.9,-90.36666667,36
KZAB,35.16666667,-106.5666667,1621
KZAU,41.78333333,-88.33333333,213
KZBW,42.73333333,-71.48333333,61
KZDC,39.1,-77.55,20
KZDV,40.18333333,-105.1333333,1498
KZFW,32.83333333,-97.06666667,182
KZHU,29.65,-95.28333333,34
KZID,39.73333333,-86.28333333,243
KZJX,30.68333333,-81.9,2
KZKC,38.85,-94.73333333,231
KZLA,34.63333333,-118.0833333,819
KZLC,40.76666667,-111.95,1287
KZMA,25.76666667,-80.18333333,3
KZME,35.05,-89.98333333,101
KZMP,44.63333333,-93.18333333,256
KZNY,40.8,-73.1,48
KZOA,37.55,-122.0166667,11
KZOB,41.3,-82.2,241
KZPH,28.23333333,-82.15,26
KZSE,47.28333333,-122.1833333,99
KZTL,33.38333333,-84.33333333,312
KZUN,35.08333333,-108.7833333,1972
KZZV,39.95,-81.9,268
LATI,41.41666667,19.71666667,90
LBBG,42.56666667,27.51666667,28
LBGO,43.15,25.71666667,86
LBPD,42.13333333,24.8,185
LBPG,42.28333333,24.71666667,58
LBRS,43.85,25.93333333,45
LBSF,42.65,23.38333333,595
LBWN,43.21666667,27.81666667,43
LCEN,35.13333333,33.5,91
LCGK,35.25,33.73333333,20
LCLK,34.86666667,33.61666667,2
LCNC,35.13333333,33.38333333,161
LCPH,34.71666667,32.46666667,8
LCRA,34.56666667,32.96666667,23
LDDD,45.81666667,16.03333333,123
LDDU,42.56666667,18.26666667,165
LDLO,44.56666667,14.4,46
LDOS,45.46666667,18.81666667,89
LDPL,44.88333333,13.91666667,63
LDRI,45.21666667,14.56666667,85
LDSB,43.28333333,16.68333333,542
LDSP,43.51666667,16.3,21
LDWR,66,2,0
LDZA,45.71666667,16.06666667,107
LDZD,44.1,15.36666667,84
LEAB,38.95,-1.85,704
LEAL,38.26666667,-0.55,31
LEAM,36.85,-2.366666667,21
LEAS,43.53333333,-6.016666667,134
LEBA,37.85,-4.816666667,92
LEBB,43.28333333,-2.916666667,34
LEBG,42.36666667,-3.616666667,891
LEBL,41.26666667,2.066666667,6
LEBR,42.2,-1.433333333,295
LEBZ,38.86666667,-6.816666667,192
LECH,40.86666667,-1.3,899
LECO,43.28333333,-8.366666667,103
LECV,40.63333333,-3.716666667,710
LEDA,41.73333333,0.533333333,350
LEGA,37.11666667,-3.616666667,686
LEGE,41.88333333,2.766666667,129
LEGR,37.16666667,-3.766666667,559
LEGT,40.28333333,-3.716666667,612
LEHC,42.08333333,-0.316666667,539
LEHI,38.51666667,-5.116666667,534
LEIB,38.86666667,1.366666667,12
LEJR,36.75,-6.066666667,30
LELC,37.76666667,-0.8,3
LELL,41.51666667,2.1,250
